filepath,label,class_name
Data\train\bottle-transp-full\POSAD_1_12-Sep_10-36-26_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_10-37-23_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_10-41-56_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_10-44-46_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_10-44-46_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_10-50-04_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_11-09-35_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_11-09-35_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_11-09-35_03.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_11-12-14_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_11-19-37_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_11-30-26_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_11-36-07_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_12-17-37_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_12-20-28_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_12-23-18_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_12-31-16_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_12-34-18_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_12-42-15_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_12-55-43_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_12-55-43_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-02-14_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-04-30_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-13-12_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-13-24_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-14-43_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-14-43_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-16-49_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-18-31_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-20-14_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-20-14_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-22-53_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-23-50_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-29-07_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-30-27_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-42-58_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-46-22_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-46-56_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-47-53_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-49-01_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-49-01_03.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-55-16_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-57-43_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_14-58-40_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_15-00-12_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_15-09-51_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_15-15-54_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_15-17-14_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_15-27-28_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_15-37-30_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_15-40-55_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_15-41-51_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_16-02-19_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_16-11-02_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_16-21-50_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_16-24-29_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_16-27-08_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_16-38-42_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_16-46-50_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_16-50-16_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_17-02-11_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_17-15-05_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_17-16-13_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_17-28-32_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_17-33-04_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_17-39-32_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_17-58-18_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_18-13-17_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_18-14-47_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_18-23-54_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_18-32-03_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_18-32-25_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_18-43-03_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_20-16-07_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_20-16-07_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_20-16-07_03.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_20-16-07_04.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_20-17-27_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_20-18-12_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_20-24-04_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_20-58-34_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_21-36-16_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_21-36-16_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_21-40-37_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_21-48-23_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_21-52-10_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_21-52-10_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_22-08-05_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_22-13-35_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_22-15-51_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_22-22-30_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_22-26-51_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_22-28-10_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_22-29-30_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_22-34-14_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_22-43-09_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_22-43-31_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_22-48-04_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_22-51-17_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_23-03-25_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_23-13-16_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_23-16-52_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_23-17-48_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_23-19-31_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_23-23-40_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_23-35-48_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_23-43-11_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_23-46-02_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_12-Sep_23-55-42_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_00-04-59_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_00-12-46_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_00-19-58_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_00-32-06_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_00-34-45_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_00-34-45_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_00-36-05_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_00-55-59_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_00-55-59_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_01-00-20_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_02-09-31_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_02-09-31_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_02-11-36_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_02-23-22_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_02-24-53_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_02-29-25_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_03-11-52_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_03-14-42_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-01-54_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-01-54_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-03-25_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-03-25_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-14-25_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-15-11_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-15-11_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-16-07_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-17-38_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-17-38_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-18-24_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-18-24_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-22-45_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-22-45_03.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-32-58_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-42-04_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-43-01_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-43-01_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-43-13_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-50-47_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-51-10_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-55-55_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_04-55-55_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_05-07-39_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_05-13-08_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_05-15-02_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_05-15-59_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_05-15-59_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_05-25-05_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_05-26-24_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_05-26-47_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_05-27-21_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_05-27-21_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_05-33-02_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_05-38-54_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_05-39-07_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_05-56-54_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_06-06-00_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_06-13-46_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\POSAD_1_13-Sep_06-45-49_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_01-49-03_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_01-56-00_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_01-58-05_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_02-06-23_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_02-07-54_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_02-07-57_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_02-27-06_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_02-39-02_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_02-48-55_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_02-52-14_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_02-52-14_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_02-52-27_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_02-52-37_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_02-53-27_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_02-53-27_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_02-53-44_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_02-55-20_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_02-56-33_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_02-56-50_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_02-57-52_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_03-16-30_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_03-28-46_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_03-52-12_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_03-52-54_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_03-58-15_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_04-05-10_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_04-09-02_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_04-20-41_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-05-Nov_04-26-41_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_08-32-11_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_08-33-21_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_08-33-21_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_08-33-56_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_09-18-56_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_09-47-02_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_09-49-35_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_10-01-41_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_12-30-22_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_14-05-41_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_14-05-52_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_14-06-12_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_15-59-13_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_15-59-59_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_16-07-40_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_16-07-50_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_16-11-45_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_16-14-36_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_16-18-41_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_16-19-57_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_16-38-27_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_16-55-54_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_16-59-01_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_23-35-56_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_23-37-17_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_23-53-31_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-27-Oct_23-56-58_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_00-00-47_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_00-07-01_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_00-08-46_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_00-10-01_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_00-10-03_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_00-15-43_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_00-16-05_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_00-16-05_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_00-23-48_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_00-26-30_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_00-31-25_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_00-36-43_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_00-36-43_02.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_00-47-49_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_00-52-38_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_00-52-43_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_00-52-47_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_02-49-00_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_02-50-09_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_03-12-44_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS-28-Oct_03-14-02_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS_19-Oct_18-15-43_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS_19-Oct_19-07-42_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS_19-Oct_21-23-27_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS_19-Oct_21-28-14_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS_19-Oct_21-28-53_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS_19-Oct_21-46-23_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS_19-Oct_21-49-23_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS_19-Oct_21-59-26_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS_19-Oct_22-05-42_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS_19-Oct_22-35-16_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS_19-Oct_23-10-58_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS_19-Oct_23-35-25_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS_20-Oct_00-00-54_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS_20-Oct_00-01-40_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS_20-Oct_00-12-34_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS_20-Oct_00-44-18_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS_20-Oct_00-54-29_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS_20-Oct_01-02-55_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS_20-Oct_01-12-57_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_MGS_20-Oct_01-13-32_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\prepared_data_all_SPB-25-Jan_14-25-53_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\Robo_25-Mar_11-39-43_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\Robo_25-Mar_11-48-02_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\Robo_25-Mar_11-56-39_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\Robo_25-Mar_11-57-58_01.jpg,15,bottle-transp-full
Data\train\bottle-transp-full\Robo_25-Mar_11-57-58_02.jpg,15,bottle-transp-full
